RGID,RGSM,RGLB,Lane,Read1File,Read2File
30,DSP-1001660006002-A-F11,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/fc9992f6d1c64ab9843fae320047a6f3/DSP-1001660006002-A-F11_S71_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617271&response-content-disposition=filename%3DDSP-1001660006002-A-F11_S71_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=WPWjvtuUddwgDxMlEe0i%2FoSlZCI%3D,https://basespace-data-east.s3-external-1.amazonaws.com/fc9992f6d1c64ab9843fae320047a6f3/DSP-1001660006002-A-F11_S71_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617271&response-content-disposition=filename%3DDSP-1001660006002-A-F11_S71_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=nm4Y8H7q1TEorGpNHHhTiC%2BUruU%3D
31,DSP-1001660006002-A-E11,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/bd6f55ecd4374b55b6d6ae320047464a/DSP-1001660006002-A-E11_S59_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617271&response-content-disposition=filename%3DDSP-1001660006002-A-E11_S59_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=qE7TahX6qVPh8KKMKImQyHv5qno%3D,https://basespace-data-east.s3-external-1.amazonaws.com/bd6f55ecd4374b55b6d6ae320047464a/DSP-1001660006002-A-E11_S59_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617271&response-content-disposition=filename%3DDSP-1001660006002-A-E11_S59_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=MLAWOoHlOiMg%2B5dH2A1kb51u1D4%3D
32,DSP-1001660006002-A-D02,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/7d70f66bbe44414f86ffae320046b8ce/DSP-1001660006002-A-D02_S38_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617271&response-content-disposition=filename%3DDSP-1001660006002-A-D02_S38_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=EU3MwLu7zVE9MvB6tKEeFyiEFlI%3D,https://basespace-data-east.s3-external-1.amazonaws.com/7d70f66bbe44414f86ffae320046b8ce/DSP-1001660006002-A-D02_S38_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617271&response-content-disposition=filename%3DDSP-1001660006002-A-D02_S38_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=WaI9o5s8xwcG4kz0jiuLwosnfMg%3D
33,DSP-1001660006002-A-A05,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/3699274b6d504d8ea7fbae320045e738/DSP-1001660006002-A-A05_S5_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617271&response-content-disposition=filename%3DDSP-1001660006002-A-A05_S5_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=RqD4HzGqd8e%2FSmYEc7Plc3LuoC0%3D,https://basespace-data-east.s3-external-1.amazonaws.com/3699274b6d504d8ea7fbae320045e738/DSP-1001660006002-A-A05_S5_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617271&response-content-disposition=filename%3DDSP-1001660006002-A-A05_S5_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=5X3C3dChLi8tYidRKaOh4KL%2F5z4%3D
34,DSP-1001660006002-A-F02,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/da008fd7b4804511bbcdae32004760f0/DSP-1001660006002-A-F02_S62_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617271&response-content-disposition=filename%3DDSP-1001660006002-A-F02_S62_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=94cmg3bj7h4w2VQo5fs7lbJlqVo%3D,https://basespace-data-east.s3-external-1.amazonaws.com/da008fd7b4804511bbcdae32004760f0/DSP-1001660006002-A-F02_S62_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617271&response-content-disposition=filename%3DDSP-1001660006002-A-F02_S62_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=Ft5bTE2AkVWahBITSw5%2FZGWW0qI%3D
35,DSP-1001660006002-A-A08,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/fb459f46ca854afa90feae320045f9c0/DSP-1001660006002-A-A08_S8_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617271&response-content-disposition=filename%3DDSP-1001660006002-A-A08_S8_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=cZw0PG0LRzJicv7uWWoHC%2BlK8Uk%3D,https://basespace-data-east.s3-external-1.amazonaws.com/fb459f46ca854afa90feae320045f9c0/DSP-1001660006002-A-A08_S8_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617271&response-content-disposition=filename%3DDSP-1001660006002-A-A08_S8_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=MOkXK9LMBbw3fgMWLMsQhCnWtsc%3D
36,DSP-1001660006002-A-C06,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/4d7c918b8593419cb141ae32004686f4/DSP-1001660006002-A-C06_S30_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617271&response-content-disposition=filename%3DDSP-1001660006002-A-C06_S30_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=E8mLtx7YrJfASlb9sAuelHzsw3M%3D,https://basespace-data-east.s3-external-1.amazonaws.com/4d7c918b8593419cb141ae32004686f4/DSP-1001660006002-A-C06_S30_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617271&response-content-disposition=filename%3DDSP-1001660006002-A-C06_S30_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=TpZvUDvn5qrlcKkbSXHKUdfIykw%3D
37,DSP-1001660006002-A-B10,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/9fb55696fbbc44778e57ae32004657b7/DSP-1001660006002-A-B10_S22_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-B10_S22_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=%2BKVuWhxF85TubDMr6yGdyzELPZw%3D,https://basespace-data-east.s3-external-1.amazonaws.com/9fb55696fbbc44778e57ae32004657b7/DSP-1001660006002-A-B10_S22_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-B10_S22_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=E2XgdkRzRc%2FO7T8VlVM7fFz9bps%3D
38,DSP-1001660006002-A-E03,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/c1bb373bc02a4dc7b460ae3200470c52/DSP-1001660006002-A-E03_S51_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-E03_S51_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=iAUW4i94%2BwpQBHQirmiH6moWEPg%3D,https://basespace-data-east.s3-external-1.amazonaws.com/c1bb373bc02a4dc7b460ae3200470c52/DSP-1001660006002-A-E03_S51_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-E03_S51_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=PcNvqU5vVglQUHVEJDBKdXSOObg%3D
39,DSP-1001660006002-A-C01,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/ff4236aeda9640599215ae3200466ae7/DSP-1001660006002-A-C01_S25_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-C01_S25_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=Ym9dbyBJaXyf9%2FwJcePjDdyQ0ac%3D,https://basespace-data-east.s3-external-1.amazonaws.com/ff4236aeda9640599215ae3200466ae7/DSP-1001660006002-A-C01_S25_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-C01_S25_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=WLhYTVFztWsDDsIw4iZJiYZiTy4%3D
40,DSP-1001660006002-A-D06,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/05aa1029436646dcbbeeae320046d394/DSP-1001660006002-A-D06_S42_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-D06_S42_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=CNvniozMBqFoYzXwyrpWCWVRWRs%3D,https://basespace-data-east.s3-external-1.amazonaws.com/05aa1029436646dcbbeeae320046d394/DSP-1001660006002-A-D06_S42_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-D06_S42_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=4sY5ixhkqBXqNLhkU6F7Zg9o5tI%3D
41,DSP-1001660006002-A-F10,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/3bd39941ca5843a29ac6ae320047a01e/DSP-1001660006002-A-F10_S70_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-F10_S70_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=xMyI3AueI3IQereNZOGAuw%2F%2BDcQ%3D,https://basespace-data-east.s3-external-1.amazonaws.com/3bd39941ca5843a29ac6ae320047a01e/DSP-1001660006002-A-F10_S70_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-F10_S70_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=ZAtv7GNIzbbbdemWivzg0hOLNiM%3D
42,DSP-1001660006002-A-D10,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/611214adad6646b09fd2ae320046ec23/DSP-1001660006002-A-D10_S46_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-D10_S46_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=4%2FZLxzteuROBufvCVY2m%2F34dQPM%3D,https://basespace-data-east.s3-external-1.amazonaws.com/611214adad6646b09fd2ae320046ec23/DSP-1001660006002-A-D10_S46_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-D10_S46_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=QvtBRtL8JhZzRIsH4J%2FDNPEeYzk%3D
43,DSP-1001660006002-A-G10,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/a6006e3b9d4c450282a7ae320047f91f/DSP-1001660006002-A-G10_S82_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-G10_S82_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=luedM2DPgd%2BRlHZ%2BMLT0Fpczp8I%3D,https://basespace-data-east.s3-external-1.amazonaws.com/a6006e3b9d4c450282a7ae320047f91f/DSP-1001660006002-A-G10_S82_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-G10_S82_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=PkzwxZhXWyDOGyOjV4yJl%2FkQWMA%3D
44,DSP-1001660006002-A-D08,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/28321e61833e44908dbaae320046dfce/DSP-1001660006002-A-D08_S44_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-D08_S44_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=zqvQ%2FpcIFX%2FrQmZNcErTddgQKP4%3D,https://basespace-data-east.s3-external-1.amazonaws.com/28321e61833e44908dbaae320046dfce/DSP-1001660006002-A-D08_S44_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-D08_S44_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=02PeszOPZv2Htrh59nnbF%2Fl8Jrw%3D
45,DSP-1001660006002-A-F05,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/ef5ec9897ce346cda72eae3200477b47/DSP-1001660006002-A-F05_S65_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-F05_S65_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=OwA0NYOtuJm19hg5%2Fc7v0NXNuDo%3D,https://basespace-data-east.s3-external-1.amazonaws.com/ef5ec9897ce346cda72eae3200477b47/DSP-1001660006002-A-F05_S65_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-F05_S65_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=5t2ozq06ezc3xuLOmb5LoRmAlzg%3D
46,DSP-1001660006002-A-G02,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/7523648513784060bf6cae320047ba3b/DSP-1001660006002-A-G02_S74_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-G02_S74_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=5dKdb1jwNjXjWdJGBLGNKrbuizc%3D,https://basespace-data-east.s3-external-1.amazonaws.com/7523648513784060bf6cae320047ba3b/DSP-1001660006002-A-G02_S74_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-G02_S74_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=sDR%2FOqqbPuwQnJAAUm%2Be5d7h%2F9A%3D
47,DSP-1001660006002-A-A02,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/7cd3a334aad64e1ba4cdae320045d38f/DSP-1001660006002-A-A02_S2_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-A02_S2_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=P5%2FDGTOx0dZMkbzLd7ZhlOziSqg%3D,https://basespace-data-east.s3-external-1.amazonaws.com/7cd3a334aad64e1ba4cdae320045d38f/DSP-1001660006002-A-A02_S2_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-A02_S2_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=QWuLBLzNHYtJ%2FUwW9bQLN493PIo%3D
48,DSP-1001660006002-A-D12,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/759a4cb0c3ff4349aeebae320046f8a5/DSP-1001660006002-A-D12_S48_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-D12_S48_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=4YbldpAT%2F7KmXDgJtVLqsGsrvwA%3D,https://basespace-data-east.s3-external-1.amazonaws.com/759a4cb0c3ff4349aeebae320046f8a5/DSP-1001660006002-A-D12_S48_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-D12_S48_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=IJnrRXYmUd1DxtplF5LH9T89nZY%3D
49,DSP-1001660006002-A-G12,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/dcb71582d71441a99c73ae3200480727/DSP-1001660006002-A-G12_S84_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-G12_S84_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=U4%2BA0FyVgTMcqaKxK9Ie1IYQMZk%3D,https://basespace-data-east.s3-external-1.amazonaws.com/dcb71582d71441a99c73ae3200480727/DSP-1001660006002-A-G12_S84_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-G12_S84_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=GWmEKHv9bYb86m3d12RJcIDgmEg%3D
50,DSP-1001660006002-A-C05,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/873c416a51fd41618f80ae3200468159/DSP-1001660006002-A-C05_S29_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-C05_S29_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=fxZZ2NPwMLeJbcpvZEEBYNBCtSE%3D,https://basespace-data-east.s3-external-1.amazonaws.com/873c416a51fd41618f80ae3200468159/DSP-1001660006002-A-C05_S29_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-C05_S29_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=rmv32wy%2BTXCHkVZwqa2eRX06pRU%3D
51,DSP-1001660006002-A-C09,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/b3fd00aa5fa4499091feae3200469896/DSP-1001660006002-A-C09_S33_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-C09_S33_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=AevNC2c3zgBVKxJmh7u7EjCKXAE%3D,https://basespace-data-east.s3-external-1.amazonaws.com/b3fd00aa5fa4499091feae3200469896/DSP-1001660006002-A-C09_S33_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-C09_S33_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=v3Gzb%2F%2FYJmxbpj7HYDOoYiNvViI%3D
52,DSP-1001660006002-A-G08,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/20590d5e5c854feb8465ae320047e642/DSP-1001660006002-A-G08_S80_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-G08_S80_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=PXKWdoUAnQOV4xKIPkmo3lXDnKQ%3D,https://basespace-data-east.s3-external-1.amazonaws.com/20590d5e5c854feb8465ae320047e642/DSP-1001660006002-A-G08_S80_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-G08_S80_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=A5OWNt68d2nv%2FWk5InDPDJvXsQY%3D
53,DSP-1001660006002-A-D05,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/6c3ad90d4a4747dcadbdae320046cda8/DSP-1001660006002-A-D05_S41_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-D05_S41_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=lCKTuf%2Fa5jYEgDCWkFN%2FkKF5rm0%3D,https://basespace-data-east.s3-external-1.amazonaws.com/6c3ad90d4a4747dcadbdae320046cda8/DSP-1001660006002-A-D05_S41_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-D05_S41_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=lyLLneNEidSPY3dXpD9zZA30OFM%3D
54,DSP-1001660006002-A-B02,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/095bbcf303f948babdcfae3200461ff8/DSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-B02_S14_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=gvalNeBuCos2VuNYefmn0BE4i4o%3D,https://basespace-data-east.s3-external-1.amazonaws.com/095bbcf303f948babdcfae3200461ff8/DSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-B02_S14_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=CR37l6YB1xvD9AWj%2BgfKuk8ieAs%3D
55,DSP-1001660006002-A-B05,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/87168e20667442b38ae7ae320046384e/DSP-1001660006002-A-B05_S17_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-B05_S17_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=s7xnuxVWDaBgWXF8kWwNuNmYHyg%3D,https://basespace-data-east.s3-external-1.amazonaws.com/87168e20667442b38ae7ae320046384e/DSP-1001660006002-A-B05_S17_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-B05_S17_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=JfRqmHVQCsREfx9kRmJHCgMZQbE%3D
56,DSP-1001660006002-A-E05,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/0965f722bcaa475496dcae3200471ae5/DSP-1001660006002-A-E05_S53_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-E05_S53_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=Cmk7EwLLfobftCpfGMpvIFNqCfM%3D,https://basespace-data-east.s3-external-1.amazonaws.com/0965f722bcaa475496dcae3200471ae5/DSP-1001660006002-A-E05_S53_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617272&response-content-disposition=filename%3DDSP-1001660006002-A-E05_S53_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=bMgqpjir139obk45gebq9nqmaLM%3D
57,DSP-1001660006002-A-A03,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/62ddf0e4e2ee4d58bbddae320045db5b/DSP-1001660006002-A-A03_S3_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-A03_S3_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=B4qEYINJS8VHBMrmjS0p3kxN%2FdM%3D,https://basespace-data-east.s3-external-1.amazonaws.com/62ddf0e4e2ee4d58bbddae320045db5b/DSP-1001660006002-A-A03_S3_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-A03_S3_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=vgQcc3YDv%2FZ6GUaoinH79qQkK%2BA%3D
58,DSP-1001660006002-A-C12,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/c3538e9782be4e8f9e4aae320046aad1/DSP-1001660006002-A-C12_S36_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-C12_S36_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=iPv8I8pojbloAQ1XxDMnZqFiFaY%3D,https://basespace-data-east.s3-external-1.amazonaws.com/c3538e9782be4e8f9e4aae320046aad1/DSP-1001660006002-A-C12_S36_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-C12_S36_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=ARsVLpXnIS3us4owwZvozqq09Qk%3D
59,DSP-1001660006002-A-G09,UnknownLibrary,L001,https://basespace-data-east.s3-external-1.amazonaws.com/33fc75dd597b4d4c95eeae320047f2cd/DSP-1001660006002-A-G09_S81_L001_R1_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-G09_S81_L001_R1_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=6HjBRLskYFqYjoU0NeRvWxGnm8Y%3D,https://basespace-data-east.s3-external-1.amazonaws.com/33fc75dd597b4d4c95eeae320047f2cd/DSP-1001660006002-A-G09_S81_L001_R2_001.fastq.gz?AWSAccessKeyId=AKIARPYQJSWQZ43T2BOI&Expires=1644617273&response-content-disposition=filename%3DDSP-1001660006002-A-G09_S81_L001_R2_001.fastq.gz&response-content-type=application%2Fx-gzip&Signature=t3zwqmfh1%2Fimq5v0RjGX8QVSxbo%3D
